h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,label
0.0,0.0,0.07909894,0.23128344,0.18763395,0.11244581,0.24545482,0.43060774,0.48931167,0.23847425,0.16505228,0.2055479,0.13027565,0.42354307,0.2908284,0.0,A
0.0,0.0,0.07821345,0.23366901,0.18788965,0.11525081,0.24401583,0.43287683,0.49305725,0.23890577,0.16377525,0.20718962,0.1327348,0.3605336,0.35529685,0.0,A
0.0,0.0,0.084374204,0.22588336,0.1884821,0.11540839,0.24409908,0.43097886,0.49131846,0.23895483,0.1654173,0.20560151,0.1324013,0.412974,0.30245686,0.0,A
0.0,0.0,0.08076715,0.23128773,0.1858826,0.11414584,0.24711202,0.4334166,0.49164996,0.23614052,0.16697785,0.20605329,0.13094068,0.3888554,0.3275838,0.0,A
0.0,0.0,0.08213504,0.22916013,0.18552062,0.11565524,0.24379097,0.4359313,0.48926848,0.23712909,0.16473389,0.20837338,0.1308342,0.40317005,0.31247577,0.0,A
0.0,0.0,0.08099011,0.22738883,0.18892063,0.114644505,0.2482064,0.4285973,0.49506158,0.24014118,0.1621069,0.21045606,0.12866364,0.3519143,0.36589122,0.0,A
0.0,0.0,0.081279874,0.22998318,0.18672404,0.115667515,0.24768394,0.43233797,0.49295992,0.23826325,0.16429181,0.20869157,0.13015763,0.36588618,0.3505089,0.0,A
0.0,0.0,0.08204147,0.22726624,0.1874031,0.11592725,0.2418729,0.43335912,0.49275395,0.23408549,0.16631393,0.20630336,0.1313758,0.4148798,0.2992472,0.0,A
0.0,0.0,0.07995967,0.22800505,0.18850943,0.115413085,0.24514227,0.43352538,0.4907056,0.23663682,0.1651405,0.2018571,0.13427666,0.4146197,0.29996455,0.0,A
0.0,0.0,0.0828609,0.22587705,0.18825895,0.114160165,0.24129498,0.4359149,0.49147844,0.23590292,0.16744895,0.20498279,0.13214776,0.4080699,0.3068423,0.0,A
0.0,0.0,0.08308576,0.22664748,0.18971108,0.11486628,0.24312939,0.43195298,0.494542,0.24063598,0.1653263,0.20636204,0.13270055,0.35655877,0.360151,0.0,A
0.0,0.0,0.08325499,0.2273583,0.18963404,0.11524045,0.24356201,0.43100178,0.49269405,0.23832956,0.16385157,0.20883374,0.13051581,0.39914292,0.31732264,0.0,A
0.0,0.0,0.0805101,0.22989638,0.18761805,0.1152011,0.24363789,0.43134025,0.49144882,0.23761018,0.16679502,0.20877829,0.12856326,0.4060491,0.30981636,0.0,A
0.0,0.0,0.07820692,0.23352401,0.18678546,0.11342956,0.24280423,0.4370982,0.4901642,0.236983,0.16653772,0.20568335,0.13169472,0.3799405,0.33678752,0.0,A
0.0,0.0,0.080229945,0.23089333,0.18946934,0.11464436,0.23976085,0.43636644,0.4920629,0.23752286,0.16502032,0.20640208,0.13377288,0.36589077,0.35094267,0.0,A
0.0,0.0,0.08131619,0.22964565,0.1887562,0.11210949,0.24146658,0.4362384,0.48537308,0.23969975,0.16444127,0.20903265,0.1272958,0.4207997,0.29459766,0.0,A
0.0,0.0,0.07619206,0.2343853,0.18963824,0.11348828,0.24305688,0.43345284,0.48775545,0.23952089,0.16160293,0.21005435,0.12914765,0.4117739,0.30283186,0.0,A
0.0,0.0,0.0831938,0.2247958,0.19108906,0.11311328,0.24007115,0.43461084,0.4919249,0.23657843,0.1648727,0.20741642,0.12935647,0.4137808,0.3010042,0.0,A
0.0,0.0,0.082231306,0.2287938,0.18769915,0.114039734,0.2415676,0.42548501,0.4950266,0.23892039,0.16273983,0.20606148,0.13021708,0.4283003,0.28598174,0.0,A
0.0,0.0,0.077030316,0.23147061,0.1902978,0.11503925,0.24167946,0.43336937,0.4945802,0.23657504,0.16511318,0.2074672,0.13043688,0.36321524,0.35355482,0.0,A
0.0,0.0,0.0801688,0.2300111,0.19034821,0.11350924,0.24333042,0.43262488,0.4918031,0.23565917,0.16649145,0.2069552,0.13176008,0.4054383,0.30899972,0.0,A
0.0,0.0,0.07910028,0.23052323,0.19040477,0.112356916,0.24239458,0.42896852,0.4956502,0.23452245,0.16788287,0.20278129,0.13302656,0.40947762,0.30596107,0.0,A
0.0,0.0,0.0815452,0.22867283,0.19015951,0.11587779,0.23876569,0.43188125,0.49699917,0.2382167,0.16591977,0.2054466,0.13331859,0.36279377,0.35362998,0.0,A
0.0,0.0,0.08155996,0.22675185,0.19114828,0.11472263,0.23899847,0.4281267,0.49840796,0.23340121,0.16610794,0.20604622,0.13239816,0.41268164,0.3017466,0.0,A
0.0,0.0,0.08354348,0.227842,0.19059412,0.11453405,0.2448382,0.4314581,0.4914944,0.2391728,0.1645502,0.20902781,0.1314034,0.37632614,0.3422492,0.0,A
0.0,0.0,0.08120391,0.22681525,0.19132802,0.11353392,0.23847595,0.43569747,0.49067533,0.23784451,0.16447052,0.20719835,0.1312144,0.41178674,0.3027571,0.0,A
0.0,0.0,0.08255072,0.22625636,0.18877159,0.11595006,0.24146086,0.4375188,0.48658594,0.23716484,0.16598591,0.20772457,0.13069126,0.418271,0.29570848,0.0,A
0.0,0.0,0.07592694,0.23186336,0.19099581,0.11229106,0.24406892,0.43253943,0.49028432,0.23821867,0.16372272,0.20997755,0.12727442,0.40631855,0.3088846,0.0,A
0.0,0.0,0.08110345,0.22897069,0.18848222,0.11357857,0.24731702,0.4246649,0.4977972,0.2399363,0.16296606,0.20822035,0.13032223,0.39438292,0.321335,0.0,A
0.0,0.0,0.07783446,0.23413582,0.18484628,0.115866244,0.24383351,0.43142045,0.49534082,0.23459962,0.16486062,0.206645,0.13239446,0.38579917,0.3306067,0.0,A
0.0,0.0,0.07871089,0.22833744,0.18986686,0.11292569,0.24835226,0.4284856,0.49603033,0.23613268,0.1633209,0.20815408,0.13053873,0.39612478,0.31909937,0.0,A
0.0,0.0,0.078836784,0.23154093,0.18521589,0.115896806,0.24556477,0.4296015,0.49571994,0.23596287,0.16184281,0.2092628,0.12941529,0.3994481,0.31602094,0.0,A
0.0,0.0,0.083254494,0.22555472,0.18763892,0.11526572,0.2447446,0.43369097,0.49126056,0.23959918,0.16321929,0.20771448,0.13205159,0.40264976,0.3124363,0.0,A
0.0,0.0,0.07839695,0.23063634,0.18838042,0.11495971,0.24231787,0.43386117,0.49530515,0.23704642,0.16354136,0.21035181,0.12845461,0.3591753,0.3563498,0.0,A
0.0,0.0,0.081061974,0.22704956,0.1911863,0.114221774,0.24352387,0.43711793,0.4899624,0.23853932,0.16546105,0.20559074,0.1333573,0.37261474,0.3444817,0.0,A
0.0,0.0,0.07680533,0.23138608,0.18929288,0.114259005,0.24559993,0.43253085,0.49170598,0.23834538,0.16318497,0.2073027,0.13180487,0.38727435,0.32974416,0.0,A
0.0,0.0,0.077770114,0.23331033,0.1880286,0.11261516,0.24395743,0.43097603,0.4915761,0.2384445,0.1631994,0.20650321,0.13155268,0.41266975,0.30140126,0.0,A
0.0,0.0,0.078684635,0.22978103,0.19003876,0.11404852,0.24333718,0.43278655,0.48852676,0.2382431,0.16633654,0.20553151,0.13164626,0.4187673,0.29554102,0.0,A
0.0,0.0,0.07963797,0.22826734,0.1926943,0.11360557,0.2438992,0.4321997,0.49202323,0.2402236,0.16430348,0.20891765,0.13134983,0.35146326,0.36608118,0.0,A
0.0,0.0,0.0793769,0.22888415,0.19016679,0.11382986,0.24294399,0.43551743,0.49108124,0.24036846,0.16605817,0.20612662,0.13185854,0.3427562,0.37366253,0.0,A
0.0,0.0,0.07749711,0.23097427,0.19102469,0.11479181,0.2410038,0.43194422,0.49123645,0.2400767,0.16401237,0.20480476,0.13459803,0.4081346,0.3063222,0.0,A
0.0,0.0,0.08093247,0.22741772,0.18993498,0.11026314,0.24208306,0.4347494,0.4889145,0.23725064,0.1637979,0.20581892,0.13333267,0.42567286,0.28704554,0.0,A
0.0,0.0,0.0794001,0.2291248,0.19320269,0.112114124,0.24385665,0.43275377,0.49222997,0.24005762,0.1624726,0.20928532,0.13229129,0.3828596,0.33220562,0.0,A
0.0,0.0,0.081541,0.22793554,0.1895038,0.11453666,0.24344307,0.4303342,0.49101588,0.2403247,0.16400908,0.20606485,0.1310977,0.41208756,0.30446187,0.0,A
0.0,0.0,0.082576536,0.2265053,0.1929177,0.11110068,0.24346787,0.432166,0.4949951,0.23882636,0.16241038,0.20836124,0.12975107,0.36769134,0.34984267,0.0,A
0.0,0.0,0.0787056,0.23185217,0.18988147,0.11501827,0.24215484,0.430474,0.49376786,0.24012809,0.16475818,0.20947343,0.12890998,0.34948832,0.36819357,0.0,A
0.0,0.0,0.08075632,0.23079862,0.18753178,0.11592644,0.2400761,0.43490335,0.49044177,0.2406665,0.16303077,0.20785792,0.13203552,0.40082967,0.31383213,0.0,A
0.0,0.0,0.077400036,0.23144004,0.19301449,0.11367206,0.24199651,0.4356444,0.48914456,0.24098308,0.16459647,0.20749797,0.12992902,0.3533039,0.36432487,0.0,A
0.0,0.0,0.07868289,0.22901817,0.1920553,0.11501427,0.24017438,0.4319771,0.49251536,0.23625918,0.16477521,0.20725302,0.1297489,0.41029614,0.30542773,0.0,A
0.0,0.0,0.08046184,0.22808778,0.19148736,0.112925194,0.24239868,0.4357435,0.49205834,0.23834604,0.16556734,0.20841558,0.13048665,0.3685794,0.34755632,0.0,A
0.0,0.0,0.07963956,0.22733091,0.18708976,0.11613049,0.24258463,0.42883164,0.49553505,0.23685396,0.16345072,0.20600942,0.13433382,0.40317002,0.31518725,0.0,A
0.0,0.0,0.080810316,0.22367518,0.19178192,0.11346393,0.24572587,0.43112916,0.49449322,0.23149008,0.1690131,0.20517287,0.13606378,0.35745785,0.36396322,0.0,A
0.0,0.0,0.07739341,0.22792043,0.18810606,0.11674385,0.24512833,0.4264862,0.49599263,0.23247546,0.16781928,0.20371127,0.13610274,0.3237027,0.3975533,0.0,A
0.0,0.0,0.08019455,0.22209014,0.19119759,0.11453362,0.23949085,0.4315711,0.49356633,0.23179923,0.1687532,0.20128496,0.135591,0.42438385,0.29350027,0.0,A
0.0,0.0,0.081562355,0.22409606,0.18974957,0.11447422,0.24164905,0.43418348,0.493678,0.23392741,0.16628931,0.20565698,0.13341965,0.34722018,0.37464675,0.0,A
0.002399796,0.13108885,0.10945736,0.11139053,0.07786005,0.058528356,0.08945906,0.121089704,0.23118034,0.58425033,0.6138145,0.39283326,0.014232123,0.009199218,0.009432531,0.0035663634,B
0.0028278476,0.12562297,0.10902184,0.10825666,0.08001146,0.060316328,0.087763086,0.118470185,0.22952142,0.59125304,0.6038952,0.4018538,0.014505195,0.008882768,0.009614682,0.0032270732,B
0.0029335374,0.12194181,0.10614071,0.10864089,0.082439065,0.064937845,0.088106126,0.11704147,0.2291826,0.59220785,0.5937746,0.4163956,0.014434337,0.0091339685,0.00920064,0.0036669215,B
0.0020395345,0.11842675,0.10545397,0.10719259,0.084490225,0.06874235,0.088669606,0.117223084,0.23023337,0.5905957,0.5788266,0.43890116,0.015045747,0.008927143,0.009361798,0.0036778492,B
0.002110424,0.11540334,0.100998856,0.10729663,0.08632639,0.07017997,0.088403314,0.121433124,0.23010321,0.58944476,0.5632152,0.4604409,0.015174953,0.009212168,0.009379662,0.0035843707,B
0.002620629,0.111679114,0.10341405,0.10593389,0.08664875,0.072235286,0.092797145,0.12165766,0.23226164,0.584501,0.55893314,0.47016773,0.014984623,0.009306593,0.009575375,0.0035949654,B
0.0032171106,0.111191384,0.09725057,0.10690191,0.09041421,0.07754577,0.10070226,0.114978194,0.22027154,0.5839391,0.5769017,0.45441687,0.013773255,0.008847054,0.00981889,0.0035187148,B
0.011038334,0.102811314,0.09200855,0.11075353,0.0949364,0.08332596,0.117753446,0.117450565,0.20898797,0.5718732,0.6024979,0.43692285,0.013158502,0.0084470175,0.00905278,0.0035672665,B
0.022529112,0.094956286,0.08827595,0.11240698,0.10708997,0.0930817,0.1322435,0.124302074,0.20773818,0.54846966,0.6174544,0.43756238,0.012644933,0.007600593,0.0078732595,0.003374254,B
0.02731518,0.09178729,0.08191101,0.118688084,0.1152003,0.106359996,0.14400038,0.12687229,0.21537898,0.5222345,0.6189599,0.45403287,0.011050389,0.006837428,0.00770074,0.003764039,B
0.027778076,0.09070251,0.08195051,0.11782332,0.11554019,0.11017829,0.14829963,0.12719798,0.21077436,0.52515435,0.6147499,0.45645294,0.011899948,0.006711017,0.0079563605,0.0035630658,B
0.02226281,0.09313333,0.086204074,0.112171635,0.11594499,0.09958234,0.14572021,0.11687118,0.20791201,0.5501555,0.6044233,0.4483778,0.012898022,0.007340896,0.007855444,0.0036361446,B
0.008768781,0.10697228,0.0971074,0.111562185,0.10779435,0.09566877,0.13201126,0.11793326,0.21367054,0.57319057,0.5828499,0.4474476,0.014078004,0.008357745,0.009385336,0.0038363417,B
0.0045937216,0.116317146,0.10887805,0.11134633,0.10123328,0.09190871,0.11570007,0.11494588,0.23678234,0.5932071,0.56495917,0.43513513,0.014946735,0.009598821,0.009530258,0.0037366839,B
0.0017305664,0.12830418,0.114251986,0.118786074,0.101861134,0.089124165,0.11169075,0.12293943,0.249963,0.6072557,0.5380677,0.43502977,0.015678931,0.009968062,0.009795005,0.003703412,B
0.0033892791,0.13211201,0.11977782,0.124914154,0.105766475,0.08979843,0.11785607,0.13043484,0.24567032,0.6060171,0.541481,0.42558163,0.016806632,0.0102027785,0.00992325,0.0037386895,B
0.003942657,0.13136373,0.11779123,0.12616502,0.10983613,0.09249543,0.12051271,0.1261999,0.24001358,0.6009586,0.56031084,0.41073412,0.015805518,0.009629852,0.010048541,0.0038030937,B
0.013692221,0.11930792,0.11373998,0.12322999,0.118152305,0.10155355,0.13797276,0.12652172,0.21925062,0.5722017,0.59545404,0.40943593,0.015548199,0.009665097,0.0100503005,0.0036419206,B
0.020714218,0.10726377,0.109444216,0.12657125,0.12822416,0.10754512,0.15154085,0.1261844,0.20654431,0.54957736,0.60711294,0.42367432,0.01452457,0.008897617,0.009249303,0.0038685296,B
0.028123267,0.10060701,0.09752937,0.13301067,0.13647744,0.12222124,0.15823317,0.13148955,0.20093101,0.52507377,0.6224263,0.42680153,0.014150071,0.007994791,0.008030166,0.0037143938,B
0.037641477,0.09193344,0.08922951,0.13864729,0.14405514,0.13156728,0.1592825,0.13434236,0.20848683,0.507057,0.6306193,0.4276826,0.012843642,0.007222325,0.008396397,0.0033799058,B
0.038897865,0.09188812,0.082792774,0.14617257,0.15145722,0.14405152,0.1682818,0.13847928,0.20268592,0.4863671,0.6216828,0.4540481,0.014631637,0.0072618937,0.008520142,0.0037387968,B
0.039882082,0.090451986,0.08012281,0.14148813,0.14823079,0.14432149,0.16888914,0.140197,0.19919522,0.485758,0.61795706,0.4636292,0.014130881,0.00796207,0.008248991,0.003981035,B
0.03320823,0.09508491,0.08046471,0.13798037,0.14337805,0.13840932,0.16375338,0.14073282,0.20450406,0.49372664,0.6079715,0.4716355,0.014119753,0.007864166,0.008614836,0.0038605905,B
0.03228545,0.093320146,0.079776525,0.12832847,0.12804557,0.13320841,0.15983595,0.13596664,0.20814036,0.49616334,0.6105238,0.47607774,0.014533755,0.007567454,0.008380779,0.0036422794,B
0.029206699,0.08929504,0.07694238,0.12066519,0.12087456,0.12411975,0.1524192,0.13113354,0.20284174,0.5091108,0.5900661,0.501434,0.012841177,0.0071184784,0.008269997,0.0035592392,B
0.027047142,0.089567654,0.07250715,0.117134936,0.11755104,0.12393139,0.1471642,0.1272256,0.20216006,0.5016205,0.5381341,0.5682327,0.012413945,0.007108544,0.007906088,0.0033982308,B
0.03091932,0.08589471,0.07196022,0.11587813,0.117957905,0.122810714,0.14932784,0.12814881,0.2018075,0.49696225,0.52538586,0.5842435,0.012166684,0.0073485384,0.0076951673,0.0036049434,B
0.030575037,0.08688291,0.06869007,0.1151406,0.11648951,0.12710775,0.14893225,0.12987474,0.19783847,0.4859494,0.5120281,0.6058284,0.012278437,0.007159539,0.008024218,0.0034933016,B
0.02892371,0.086977236,0.06622911,0.11476736,0.11280934,0.122874245,0.14963382,0.12431699,0.19157664,0.50169927,0.5015619,0.60674524,0.012091623,0.0068015377,0.007694669,0.0034694711,B
0.027219243,0.085030325,0.065816745,0.1127265,0.113748506,0.1145661,0.14771295,0.12022116,0.18028064,0.5202316,0.50152904,0.59810793,0.011616724,0.0065748612,0.00759686,0.0033385304,B
0.023682337,0.086266495,0.06807819,0.1159206,0.11769507,0.10790137,0.14707619,0.12097102,0.18396467,0.5226494,0.50606495,0.5905911,0.0119435415,0.006722508,0.00774624,0.0034806894,B
0.019663375,0.0881236,0.08016872,0.11870342,0.11777362,0.10534196,0.14807795,0.12714042,0.19267352,0.5251946,0.5343892,0.556291,0.012776027,0.0069906567,0.007886012,0.0035469835,B
0.020933246,0.088191316,0.08843513,0.13193867,0.115986206,0.10452691,0.14517432,0.13772056,0.20323709,0.5244109,0.5434633,0.53865665,0.013827785,0.006791985,0.008394197,0.0033089158,B
0.017696789,0.09223356,0.09503701,0.13505629,0.11676377,0.105094396,0.14935389,0.13926147,0.207105,0.5235446,0.5460774,0.5310438,0.014122388,0.007359061,0.007849665,0.0037145736,B
0.019683843,0.09270003,0.09491051,0.13417293,0.117471494,0.10434893,0.14989194,0.14210261,0.20438215,0.5251481,0.5541651,0.52118325,0.01578918,0.0072981096,0.0077542416,0.003684142,B
0.017105293,0.09930864,0.0886397,0.13082576,0.11018747,0.11120189,0.15730573,0.13435875,0.19288054,0.52435243,0.5540156,0.5272208,0.019693824,0.007835553,0.007905514,0.0036379355,B
0.01303148,0.10341783,0.08739779,0.12402494,0.09813573,0.1021668,0.15940106,0.13768193,0.19060712,0.52772284,0.552778,0.52973837,0.022865904,0.008062143,0.008583401,0.0032318071,B
0.010943702,0.10611235,0.08495222,0.123947814,0.08488295,0.09786994,0.16339363,0.13690017,0.1980256,0.52654445,0.55026734,0.53281283,0.022683939,0.008311672,0.008692624,0.003393933,B
0.0077724825,0.103909455,0.07986657,0.11938533,0.07769028,0.0987278,0.16546752,0.1379702,0.2075771,0.5291851,0.553988,0.5248671,0.02501012,0.008808813,0.009085168,0.0036962472,B
0.0070507675,0.103273004,0.073687434,0.12000129,0.07710913,0.101579435,0.17063548,0.13959828,0.20817044,0.52555865,0.5506511,0.5301209,0.024712248,0.009401023,0.008986272,0.0038710095,B
0.00726199,0.10332774,0.06964594,0.12182853,0.07829117,0.10284361,0.1740457,0.13904983,0.20710504,0.51663876,0.54758865,0.54108745,0.025001995,0.009371425,0.008991036,0.0037347379,B
0.0074027968,0.10315486,0.06821642,0.11927497,0.07959736,0.10325863,0.17714822,0.14054936,0.20627512,0.5098244,0.5527537,0.5416841,0.026394082,0.00840598,0.008959459,0.003805176,B
0.011260937,0.10418966,0.06534809,0.119158044,0.08378138,0.10481334,0.18225394,0.13682905,0.20564204,0.5082321,0.5499495,0.5448215,0.024185028,0.008038577,0.008835505,0.003707447,B
0.016182566,0.106951736,0.0690293,0.12068769,0.08503711,0.10852455,0.18940243,0.13774404,0.21075782,0.5014848,0.55489075,0.53905773,0.0237321,0.008388371,0.008423323,0.0039844764,B
0.017242707,0.113464735,0.06366808,0.12508865,0.089233644,0.11216539,0.19202265,0.13752024,0.21147776,0.49789634,0.55060774,0.5424956,0.023423392,0.008217501,0.0086037945,0.0038980457,B
