h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,label
0.018840138,0.11571219,0.060738355,0.12137126,0.09254866,0.11536069,0.19286537,0.14003566,0.20713606,0.4972953,0.55103886,0.54277873,0.023268975,0.00790864,0.008681929,0.0039015957,B
0.023064721,0.11511232,0.05120016,0.12388044,0.102717236,0.11828152,0.19159564,0.14145188,0.20237091,0.4898524,0.54739094,0.55291945,0.0238042,0.008169489,0.008732902,0.003838251,B
0.025266573,0.11468766,0.050391994,0.12548594,0.10357178,0.11998094,0.19179305,0.13857798,0.20742586,0.48881644,0.5397025,0.5592876,0.024631381,0.007939915,0.0089279935,0.0036700051,B
0.021657718,0.116071284,0.05123899,0.12543869,0.100963704,0.11814902,0.19495468,0.13991238,0.20249087,0.48703456,0.54862696,0.553205,0.023770666,0.0084870085,0.008909598,0.0036624435,B
0.018777372,0.114774056,0.056015644,0.12349463,0.09610217,0.11807943,0.19343507,0.13805237,0.20711371,0.48912594,0.55252594,0.5479547,0.024403552,0.008122796,0.008685414,0.0039031617,B
0.014157717,0.11533446,0.06253284,0.12292271,0.09214812,0.11505341,0.1915332,0.13950445,0.20843111,0.49636325,0.5519753,0.5425251,0.02473209,0.008326002,0.0087827025,0.003723866,B
0.01553831,0.10989311,0.06366488,0.12687276,0.091050275,0.114498354,0.19370155,0.1388253,0.2103648,0.49975702,0.5537193,0.53663415,0.024116019,0.008542554,0.008858945,0.0038318455,B
0.01387015,0.11004591,0.064598285,0.12718998,0.09290184,0.114199914,0.1962591,0.13806784,0.21224146,0.49464333,0.561037,0.5317829,0.025628094,0.008237601,0.00894167,0.003977987,B
0.014692341,0.10985784,0.06778912,0.12807353,0.092346825,0.11183091,0.19734246,0.13959485,0.2109778,0.4953468,0.5545742,0.5376269,0.024804335,0.00831509,0.008737891,0.0040166113,B
0.016854148,0.10997508,0.06657036,0.12598298,0.09329723,0.11455884,0.1968903,0.13853545,0.21261613,0.49109742,0.5612643,0.5341848,0.024717066,0.008814931,0.0086386325,0.003949089,B
0.01836721,0.111613415,0.062610686,0.12758337,0.09370451,0.11630217,0.19558789,0.13889983,0.21042971,0.4923188,0.5581729,0.5368443,0.02397256,0.008496157,0.008496157,0.0040894365,B
0.017230023,0.11503159,0.061787993,0.12580036,0.09589496,0.11891541,0.19440268,0.13815795,0.21251538,0.48960805,0.5607172,0.53529584,0.024856428,0.008720933,0.008791549,0.0038838168,B
0.019662913,0.11659825,0.057255857,0.12703091,0.10047183,0.11787139,0.19620475,0.14202565,0.20875931,0.48690465,0.5544871,0.5432057,0.024507912,0.008204669,0.008876603,0.003960875,B
0.023144796,0.11593632,0.053544458,0.12772106,0.10149736,0.12361586,0.19542135,0.13847949,0.20872784,0.4854391,0.5488926,0.55013126,0.024171093,0.008422724,0.008847399,0.003928245,B
0.020346303,0.11998647,0.052921653,0.12693399,0.10577241,0.12119165,0.19764979,0.14029732,0.20941803,0.4855464,0.54828674,0.5483222,0.024564438,0.008507164,0.0086135045,0.0039345636,B
0.022649825,0.118574314,0.053606953,0.12773365,0.106681384,0.12606509,0.19575413,0.13927157,0.2087831,0.48452163,0.5555952,0.54171425,0.024282884,0.008555812,0.008839821,0.0038696409,B
0.026656913,0.11876385,0.050608985,0.12915613,0.11040019,0.12680718,0.19659919,0.13844512,0.21058606,0.4831699,0.5554176,0.54111046,0.024663873,0.008114521,0.008683961,0.0041284407,B
0.02938157,0.11895084,0.051034894,0.12813926,0.11435663,0.12860224,0.1948087,0.14135206,0.20203835,0.483033,0.5461767,0.55248034,0.023932623,0.008191225,0.008832278,0.0038463145,B
0.030057004,0.12004974,0.04752786,0.13117404,0.11723301,0.12885648,0.19374822,0.1409078,0.2053717,0.47791705,0.54052687,0.56035095,0.024066996,0.008164951,0.008557154,0.0037794097,B
0.033824466,0.1189231,0.047655232,0.13386463,0.12085797,0.13465291,0.1978588,0.13906012,0.20520416,0.47519076,0.55527306,0.5443446,0.024150096,0.008671103,0.008420286,0.0038697482,B
0.03722733,0.118493184,0.04843517,0.14004394,0.12346644,0.13690864,0.2018132,0.139143,0.20811987,0.47519803,0.555599,0.53851694,0.023604937,0.008216681,0.008901404,0.004036264,B
0.04032315,0.11800131,0.04738151,0.14844276,0.12828118,0.13675122,0.20635751,0.13827148,0.20925325,0.46635857,0.5607234,0.5356391,0.023672655,0.007782295,0.008759607,0.003909246,B
0.043045394,0.11708637,0.04656597,0.14957003,0.13483442,0.13995197,0.20789546,0.13915348,0.20397563,0.462248,0.5616226,0.5367608,0.024135908,0.008057401,0.008492935,0.0040287003,B
0.049456183,0.11488602,0.04682437,0.15798199,0.14138693,0.14376287,0.20604916,0.14200833,0.2053181,0.4563274,0.5583102,0.53948545,0.02500224,0.008041656,0.008626504,0.00380151,B
0.051615708,0.11479539,0.048018027,0.16832007,0.14732136,0.14431106,0.20620586,0.14086021,0.2036728,0.45407873,0.568507,0.52628934,0.025073633,0.0077093164,0.00855367,0.004074924,B
0.060801744,0.107862145,0.048131637,0.181334,0.15536581,0.14853208,0.20815177,0.13767199,0.20327581,0.45080468,0.5735902,0.5164085,0.024712251,0.007831087,0.008495991,0.0039524827,B
0.064909525,0.10614486,0.047681827,0.1910978,0.16008793,0.1499736,0.20536159,0.13859962,0.20143442,0.44643822,0.57636845,0.51323724,0.024192877,0.0078173,0.008261886,0.0037419305,B
0.06331656,0.10873367,0.04835083,0.19852807,0.163509,0.14876607,0.20888896,0.1382195,0.19774821,0.4416191,0.5675838,0.52328074,0.023804057,0.0075385706,0.008058472,0.0040849396,B
0.06913461,0.104426324,0.047439493,0.19663057,0.1658339,0.14855954,0.21007858,0.13555734,0.1995282,0.4406635,0.5636644,0.52811265,0.023775471,0.007727028,0.008135669,0.0037892156,B
0.06607969,0.10623126,0.046781756,0.1936461,0.16219898,0.1480126,0.20853625,0.1360486,0.19812796,0.4437044,0.5644554,0.52823013,0.023446439,0.007148756,0.008222922,0.0038151392,B
0.056908187,0.110912144,0.04617357,0.17476842,0.15480644,0.14789511,0.20142116,0.1371605,0.1990316,0.461221,0.56647176,0.5220995,0.024483755,0.007940677,0.008345064,0.0037130017,B
0.04801942,0.11606521,0.04695963,0.16291521,0.1441679,0.14595857,0.20475861,0.13689555,0.20201778,0.46035057,0.57195735,0.52163565,0.024375156,0.008003237,0.008734127,0.003800624,B
0.03897986,0.120103054,0.052579176,0.15533765,0.13010256,0.14159289,0.20188077,0.1414838,0.20526241,0.4662311,0.5765165,0.5164831,0.024871478,0.008726834,0.008508664,0.0039270753,B
0.035214726,0.11979522,0.054685973,0.15044977,0.12424682,0.13803594,0.20415856,0.13803594,0.20520812,0.47248536,0.5794324,0.5115364,0.0250448,0.008649866,0.008758442,0.0038001505,B
0.021766646,0.122612774,0.07289128,0.14373182,0.10908507,0.12570687,0.205362,0.138551,0.20996718,0.4850544,0.5789568,0.5041227,0.024321077,0.008418835,0.008814592,0.0037417044,B
0.016441436,0.12414006,0.08375758,0.14735998,0.10034324,0.1209311,0.20894326,0.13949983,0.21269307,0.4960915,0.5730706,0.49713713,0.026284665,0.009482671,0.009050001,0.0038579686,B
0.015543164,0.12524898,0.09340357,0.14585271,0.098319545,0.12000768,0.20469984,0.14314169,0.21492942,0.51129776,0.5724222,0.48104283,0.026820993,0.009398192,0.010084983,0.0038677175,B
0.012851714,0.13523509,0.10792519,0.15301572,0.09814036,0.11909742,0.20332727,0.14713752,0.22129045,0.5273219,0.5676295,0.45762324,0.027711509,0.010697592,0.010843634,0.004162203,B
0.014916652,0.13861124,0.116401196,0.15154879,0.097819515,0.117574,0.1985344,0.15044928,0.23144633,0.54033464,0.56771237,0.43562487,0.027047884,0.011581479,0.011398228,0.0037383256,B
0.0067929854,0.14287065,0.11464525,0.15373215,0.094084665,0.11631625,0.18769708,0.14653958,0.23092517,0.5699569,0.5620741,0.41055787,0.027426224,0.011442729,0.010897838,0.0038868953,B
0.0033227124,0.14795199,0.124546945,0.16255732,0.093474105,0.11815712,0.18150774,0.149376,0.23865108,0.60199517,0.5217754,0.4069045,0.027750125,0.011465183,0.010661891,0.004126006,B
0.002206774,0.15590858,0.124241374,0.16907567,0.09411891,0.11567173,0.18136004,0.15881416,0.24833563,0.61241657,0.49181634,0.41421148,0.029055856,0.012247595,0.011107429,0.0040825317,B
8.7659154E-4,0.1540975,0.122832395,0.16355738,0.09448927,0.11074273,0.17670625,0.15201558,0.24767365,0.6035698,0.51083374,0.4138608,0.027283913,0.011505265,0.011249592,0.0037985635,B
0.0029166029,0.14936653,0.12632535,0.16019441,0.0962479,0.1103205,0.18061063,0.15184563,0.2324897,0.59597135,0.5300561,0.40956396,0.02708795,0.011958072,0.011010176,0.0039738715,B
0.0070396177,0.14911523,0.12902299,0.16194786,0.11050733,0.11505375,0.18460664,0.15032516,0.21947475,0.5769553,0.5541132,0.40455803,0.026105247,0.011586037,0.011219391,0.0042164377,B
0.012485712,0.14048272,0.13187571,0.16297917,0.122086614,0.121310875,0.18976066,0.14908974,0.20826758,0.5369225,0.564332,0.44405544,0.026559843,0.011488332,0.011229753,0.004063397,B
0.012492238,0.13904081,0.1288031,0.16188166,0.12806392,0.12322225,0.19876702,0.14417815,0.20146504,0.5344312,0.5586026,0.45456222,0.026425887,0.011124744,0.011346499,0.004065521,B
0.013682133,0.137413,0.12339805,0.1657387,0.13171826,0.124618344,0.20545387,0.14233117,0.19839093,0.5288699,0.56566375,0.45047498,0.025330435,0.011611324,0.011278515,0.0039937035,B
0.023088073,0.12878758,0.1176711,0.17392272,0.13823101,0.13574003,0.21455921,0.13826819,0.19608133,0.5067107,0.5818864,0.44878605,0.025132911,0.01078187,0.011228017,0.0044614635,B
0.02523695,0.12521696,0.11431073,0.17915256,0.13846822,0.14282326,0.21901801,0.13936156,0.18745321,0.4937955,0.5816037,0.4620074,0.025423063,0.009938445,0.010310671,0.0045783846,B
0.026169756,0.12384036,0.109599836,0.18728897,0.13849095,0.14370999,0.22393408,0.1378945,0.19001032,0.47646105,0.5856881,0.46997455,0.02542418,0.009729781,0.010512638,0.0042870683,B
0.026231516,0.12273667,0.10909926,0.18995494,0.13615051,0.14714241,0.22293064,0.13615051,0.18749572,0.47753283,0.5816764,0.4748128,0.024964653,0.010097643,0.010470251,0.004173196,B
0.02173991,0.12631445,0.11000022,0.18584836,0.13396986,0.14077055,0.22483154,0.13523339,0.18882133,0.48165977,0.5798424,0.47497055,0.025195997,0.010070967,0.010665562,0.0041250084,B
0.033080872,0.11617377,0.10419172,0.18925682,0.13530038,0.15364558,0.22483085,0.13704932,0.18259598,0.46008086,0.5908043,0.48225883,0.025675816,0.00926562,0.009451677,0.0041676685,B
0.030508002,0.11872078,0.10231342,0.19182837,0.13687676,0.15421423,0.22296886,0.14056005,0.18126218,0.4526718,0.59780806,0.47931048,0.025410933,0.00937563,0.0093384255,0.0041669467,B
0.0051750373,0.093342334,0.10663132,0.077274166,0.053219825,0.08235337,0.11896197,0.094652064,0.2955202,0.6471352,0.61959887,0.22533773,0.015461222,0.010190351,0.0072833854,0.0012138976,C
0.007133209,0.092572495,0.106233865,0.07852899,0.056110334,0.086713076,0.12212436,0.09148978,0.2861882,0.6571469,0.61836004,0.20842345,0.016208945,0.010476901,0.006751073,0.0012100979,C
0.011019739,0.09099247,0.1069488,0.08064156,0.06019453,0.08443159,0.12962526,0.08764833,0.27883762,0.6521074,0.6283162,0.2005529,0.016688854,0.009809479,0.006847526,0.0013376563,C
0.014681802,0.091464095,0.11086849,0.08468541,0.06136158,0.08709489,0.1323611,0.08793018,0.2747778,0.6396704,0.6380319,0.2075692,0.018922498,0.009894956,0.006714435,0.0012850593,C
0.017107325,0.08920248,0.1109082,0.084411144,0.066885784,0.089620516,0.13689075,0.08334997,0.2637165,0.6359937,0.6435184,0.21345568,0.016367722,0.0103222765,0.006527795,0.0013505783,C
0.020545835,0.08813678,0.11211231,0.0854189,0.06985584,0.097164005,0.13861158,0.08451294,0.26295432,0.6289614,0.6488601,0.21231775,0.016242534,0.010580296,0.0074094427,0.0012295145,C
0.02101141,0.09076799,0.10931129,0.088462256,0.0733938,0.10372557,0.14506641,0.08307139,0.2575278,0.6226457,0.65508837,0.20949706,0.016302515,0.010099766,0.0068522524,0.0012665301,C
0.021349376,0.09050564,0.108351365,0.09263403,0.075410455,0.10599376,0.14774293,0.08621612,0.25782976,0.61664337,0.6543977,0.22236751,0.016994366,0.010085288,0.006941822,0.0013097777,C
0.023277465,0.08740524,0.10724027,0.09284758,0.07530752,0.10737141,0.14746766,0.08517586,0.25844544,0.6176069,0.65140843,0.22910272,0.017343352,0.009409342,0.007179951,0.0013114065,C
0.02526043,0.08704078,0.108058505,0.08896632,0.07708674,0.10384843,0.14852741,0.083450794,0.25456247,0.6145399,0.6594473,0.22065344,0.016154926,0.0106067695,0.006886241,0.0013707209,C
0.023561068,0.09055674,0.109059684,0.087065004,0.07649189,0.10530688,0.14818673,0.08517229,0.2575401,0.6145784,0.66032994,0.21231069,0.018176613,0.009463587,0.006983475,0.0014358546,C
0.022209488,0.09275152,0.11153663,0.08877272,0.07386856,0.10018729,0.1481937,0.08580493,0.26354605,0.6158975,0.6582292,0.20800604,0.017089238,0.010207885,0.0069465796,0.0014349743,C
0.020942623,0.09459952,0.1139812,0.08656718,0.07307155,0.09908722,0.14555773,0.08822568,0.2613275,0.62122196,0.65679836,0.19983295,0.01795082,0.009885959,0.007089273,0.0013658232,C
0.022627711,0.093896866,0.11632923,0.0884597,0.07227845,0.09845497,0.14449178,0.088231795,0.26293728,0.62615275,0.6515153,0.19902618,0.016506834,0.011134787,0.006934824,0.0014651036,C
0.023937533,0.09552122,0.11703884,0.091564335,0.075900294,0.10183262,0.14764749,0.08790176,0.2618086,0.62325877,0.65321344,0.19604579,0.016546983,0.01118393,0.0067692203,0.0013080619,C
0.02613476,0.09625481,0.11864195,0.094381,0.07814129,0.10624848,0.15388279,0.08714874,0.26118323,0.61168486,0.66247505,0.19139192,0.019527104,0.009336191,0.007035017,0.0012492086,C
0.0295111,0.09554877,0.11781385,0.09633925,0.08283529,0.10572615,0.15509796,0.08652417,0.26049474,0.6025732,0.67048824,0.19050469,0.01719285,0.010440869,0.0072130924,0.0012186504,C
0.029398743,0.09468173,0.118648455,0.09688746,0.0790441,0.10831116,0.15690304,0.085858814,0.25859702,0.6021969,0.6709366,0.19140458,0.016230213,0.010864037,0.0069464,0.0014485383,C
0.025841927,0.09779719,0.11889264,0.09921454,0.07874536,0.10653202,0.1594025,0.08741427,0.25759524,0.60609865,0.666814,0.19065014,0.018755173,0.009361106,0.0069219447,0.0014173506,C
0.0270824,0.09849651,0.11902351,0.1005161,0.07830059,0.10965393,0.15928292,0.088663414,0.2621828,0.60498375,0.6646445,0.1919937,0.02042768,0.008939179,0.0070189107,0.0014898631,C
0.026171073,0.097188056,0.12095902,0.10179101,0.07279241,0.109517395,0.15321256,0.090152115,0.2614806,0.6044992,0.6702228,0.18033712,0.017030925,0.011408747,0.007035942,0.0012493728,C
0.02229278,0.099336885,0.122283414,0.09479334,0.07063738,0.10361893,0.15189816,0.08652344,0.26627123,0.6154703,0.6610365,0.17961705,0.017683862,0.010590704,0.0069297203,0.0014055565,C
0.019847395,0.10215185,0.12344031,0.09563431,0.06822132,0.10300339,0.14616984,0.0899683,0.2743591,0.6182496,0.654702,0.18288423,0.017718548,0.010611478,0.0069760643,0.0013755619,C
0.021223104,0.10401292,0.12411902,0.09760657,0.06945146,0.1043086,0.14826605,0.08867052,0.2769845,0.6146487,0.6564707,0.17957506,0.019744715,0.009658812,0.0070634168,0.0013141241,C
0.020006534,0.105486006,0.12516403,0.09848865,0.069349416,0.10341637,0.14852141,0.09011153,0.2733898,0.6171473,0.65512365,0.17913896,0.019809425,0.009494069,0.0069645075,0.0013797609,C
0.016695058,0.10549577,0.124281794,0.094877586,0.068511814,0.10111781,0.14950408,0.08657906,0.27035537,0.625983,0.64957166,0.17881027,0.019014724,0.010128117,0.0070243394,0.0012088398,C
0.018221179,0.10477996,0.12519291,0.09333038,0.06866473,0.10013471,0.14521332,0.0911059,0.27541134,0.6192584,0.65406513,0.180478,0.017599631,0.010468182,0.0070005967,0.0014393751,C
0.019037222,0.10645772,0.1261175,0.09521888,0.06959563,0.10085468,0.14603941,0.088927746,0.2793655,0.6236738,0.64883834,0.17470993,0.02074107,0.008257109,0.0072085867,0.001408951,C
0.01978503,0.10612269,0.12791252,0.09715041,0.06757146,0.10428222,0.14648151,0.092023395,0.28162444,0.6241815,0.6462671,0.17352982,0.018141754,0.010484094,0.0071646785,0.0013474853,C
0.016372073,0.10892843,0.12907362,0.09698567,0.067817785,0.102136806,0.14642999,0.090686195,0.28203276,0.62404174,0.6466477,0.17179194,0.017159509,0.010499125,0.007775915,0.0014108199,C
0.018227793,0.10834864,0.12867837,0.098364405,0.06686809,0.10187859,0.14624931,0.092354156,0.28333545,0.6221097,0.6479242,0.17134127,0.016749864,0.01096952,0.007783761,0.0011495005,C
0.017342793,0.109466136,0.12815309,0.09995875,0.06714185,0.103138804,0.14382388,0.09127095,0.2776486,0.62725836,0.6463059,0.16834639,0.020129442,0.009507392,0.007015799,0.0013113644,C
0.017432854,0.10630752,0.13002278,0.10081453,0.0676921,0.104761586,0.14429799,0.09199942,0.2820833,0.6269907,0.6426474,0.17416409,0.01690658,0.010755742,0.0078612305,0.0013814715,C
0.014906957,0.108083695,0.12715535,0.10438175,0.069411546,0.10586914,0.14692111,0.0921521,0.28495094,0.6179941,0.6462876,0.18344481,0.017418994,0.01070921,0.0073377923,0.0014543373,C
0.017088834,0.10781141,0.12826523,0.10180723,0.06888318,0.10560108,0.14825718,0.09233909,0.28170186,0.61942077,0.648386,0.17560592,0.021476509,0.008511428,0.006993886,0.0014845512,C
0.018121367,0.10748522,0.12724209,0.10100863,0.06839672,0.103952534,0.1454943,0.08475174,0.27447003,0.63375723,0.6417385,0.16911095,0.017794266,0.010827026,0.00673827,0.0012429819,C
0.015740314,0.110510126,0.12667674,0.09686852,0.07043791,0.09949191,0.14851643,0.08985096,0.2811286,0.6359415,0.6354168,0.17160222,0.017412724,0.010362374,0.007017557,0.0014756545,C
0.01682102,0.1123263,0.12783317,0.09836354,0.06948526,0.10243738,0.14738104,0.094749644,0.28145638,0.62914556,0.64238554,0.16397208,0.017510943,0.010710258,0.0071949284,0.0013798493,C
0.017012164,0.11500486,0.12856194,0.10055933,0.070812725,0.100789666,0.14744973,0.09552478,0.28453422,0.6375119,0.6329381,0.1591312,0.017801898,0.01099045,0.007107597,0.0014149382,C
0.015801357,0.11304048,0.13317817,0.10032712,0.07095828,0.10387503,0.143362,0.09576082,0.2869868,0.6525533,0.61786264,0.15226464,0.018429441,0.010446635,0.006767317,0.0013468933,C
0.010820474,0.118894055,0.13187861,0.10276171,0.07066097,0.101056665,0.14073174,0.10177803,0.29359552,0.67191863,0.5946998,0.14364998,0.017279968,0.009738427,0.0073448066,0.0014099405,C
0.009605139,0.12324944,0.13480201,0.10450127,0.07010761,0.10192669,0.14117244,0.10770298,0.29766026,0.6805455,0.5783878,0.14843404,0.017955998,0.010232278,0.0073276316,0.0013533013,C
0.013765713,0.11720522,0.13172476,0.10278399,0.071778364,0.100620806,0.14162298,0.10045693,0.29055488,0.6676043,0.60185665,0.14109856,0.018157631,0.009898203,0.0066862036,0.0013437958,C
0.015635967,0.11440316,0.12694451,0.09958157,0.071827725,0.09886492,0.14440466,0.09358778,0.27789673,0.6472965,0.63169307,0.14258048,0.019056335,0.00964218,0.006971035,0.0013681471,C
0.016596561,0.11522662,0.12688023,0.09813903,0.07486457,0.10000492,0.1475359,0.095356576,0.28007925,0.63328815,0.6423557,0.14714308,0.018266039,0.010180534,0.0064814975,0.0016367418,C
0.022971699,0.111830704,0.12795697,0.09784364,0.08023639,0.10340555,0.15027045,0.09810692,0.27470598,0.6382709,0.6375798,0.14780214,0.017771801,0.010597259,0.0068125236,0.0013822512,C
0.027655795,0.10943369,0.12830043,0.099719465,0.08326476,0.10639386,0.15496497,0.09796826,0.27120522,0.6392883,0.6365789,0.14495337,0.017974615,0.011101968,0.007467395,0.0013216629,C
0.028512672,0.1079503,0.13145667,0.09979435,0.08623426,0.10645836,0.1537695,0.09763932,0.2730917,0.637855,0.6356005,0.14949259,0.020854035,0.009283195,0.006995551,0.0012598622,C
0.029774474,0.107121944,0.12961821,0.102953516,0.08049033,0.10980165,0.15403329,0.09752794,0.26826802,0.64637077,0.6297963,0.14678816,0.01816243,0.011181969,0.007410536,0.001455641,C
0.03023547,0.10587382,0.13187036,0.100542046,0.08060584,0.10938418,0.15561497,0.09948231,0.2696686,0.64663506,0.62815595,0.14796504,0.016889473,0.011060949,0.007848638,0.0015233643,C
0.029529873,0.10482939,0.13101189,0.10260885,0.08143086,0.10721564,0.153847,0.09982489,0.27067393,0.64697266,0.6271535,0.15162645,0.018858023,0.011334699,0.00705933,0.0013588382,C
0.029628197,0.10507559,0.1316182,0.09953482,0.08503591,0.10972054,0.15305138,0.0983404,0.27196229,0.6432935,0.62962407,0.15427896,0.016788205,0.011446504,0.007199685,0.0014930222,C
0.031058853,0.107580185,0.12926841,0.10294454,0.08913692,0.10916955,0.15562539,0.09264677,0.2674439,0.6334947,0.6428984,0.14440049,0.017151905,0.010860666,0.007880605,0.0014238068,C
0.035645887,0.107567094,0.12688081,0.10736833,0.0892141,0.11187375,0.15908137,0.09037359,0.26436263,0.6183038,0.658687,0.13801186,0.017756687,0.010601007,0.0070894235,0.0014245104,C
0.039321996,0.10664099,0.12763043,0.108700074,0.09123102,0.11089201,0.16070873,0.09020147,0.2625341,0.61281204,0.66345906,0.13865653,0.019295676,0.010162611,0.0069743404,0.0013948681,C
0.039332546,0.10524204,0.12922123,0.11077057,0.09172043,0.112435795,0.16329168,0.08858981,0.2618395,0.61226887,0.66185915,0.14447467,0.01785118,0.01012455,0.0074601946,0.0012988732,C
0.04205938,0.10134308,0.13222,0.111924686,0.09246387,0.11666471,0.16199537,0.09072809,0.26196986,0.6300562,0.64461005,0.14033145,0.018526156,0.010247801,0.0073103206,0.0011683161,C
0.03903252,0.105782814,0.1337684,0.11411823,0.090651855,0.11843658,0.16449897,0.0944346,0.267269,0.64919186,0.62187576,0.13427053,0.018478516,0.010779135,0.006762066,0.001573352,C
0.032898605,0.11303451,0.13487758,0.11246499,0.08770728,0.11675319,0.16151138,0.10124194,0.26885062,0.6536839,0.61572653,0.13561462,0.01969896,0.010318503,0.0071023465,0.0014405702,C
0.03470039,0.11040729,0.13599883,0.10960652,0.08641732,0.11384397,0.16065612,0.095859826,0.27156392,0.6354842,0.6360181,0.13443065,0.01778395,0.010677043,0.0076741246,0.0013679961,C
0.034723148,0.112593204,0.13438222,0.11153194,0.085232556,0.11129979,0.15822744,0.09232974,0.2690961,0.62753713,0.64809906,0.12522885,0.017610306,0.01051312,0.0073293364,0.0012934123,C
0.044181783,0.10618255,0.13560383,0.116255604,0.09065743,0.1112357,0.1632964,0.08972658,0.26053622,0.61621785,0.6607321,0.12210661,0.018217921,0.009973315,0.0068483427,0.0013962641,C
0.05518528,0.09814428,0.13582528,0.12045891,0.097609796,0.112374865,0.16933061,0.08678654,0.25748676,0.60944325,0.66593134,0.11962378,0.018840495,0.010121755,0.0069816727,0.0013696104,C
0.058753077,0.09547793,0.13615313,0.122293435,0.09932785,0.115464024,0.16993198,0.08674029,0.2537932,0.60678035,0.6683121,0.120887384,0.018111346,0.0105789015,0.00706376,0.0014060565,C
0.057965923,0.09560527,0.13518685,0.12078746,0.0993558,0.11680251,0.17095092,0.08786978,0.25172147,0.6036024,0.67131305,0.123834774,0.01784855,0.010046087,0.0076015396,0.0013059913,C
0.05145257,0.10058927,0.13623351,0.12015668,0.09676305,0.11834426,0.1698304,0.088439345,0.25991434,0.610886,0.66096246,0.12686935,0.01849339,0.010538883,0.0067462274,0.0014432227,C
0.049816415,0.10460439,0.13933815,0.1194519,0.094661266,0.1178395,0.17041044,0.08989125,0.26174614,0.60710186,0.6633343,0.12371804,0.019012872,0.010144678,0.007558121,0.0012092993,C
0.04833132,0.105322,0.14049646,0.1198214,0.09572287,0.11592805,0.1719454,0.08840604,0.2592774,0.6100151,0.66133356,0.12364763,0.018258499,0.010505349,0.0072161346,0.0014432269,C
0.047722742,0.10368514,0.14236107,0.12127428,0.09413386,0.11918914,0.17108215,0.08929096,0.25990227,0.6026047,0.6665713,0.12719338,0.018530818,0.010862893,0.006894406,0.0015806686,C
0.04850804,0.103033364,0.13957408,0.12185839,0.096074834,0.11842954,0.17194639,0.089149915,0.2579364,0.60058534,0.6692967,0.12737143,0.018522475,0.0109924665,0.0070929984,0.0013446442,C
0.04897983,0.10284081,0.13768212,0.121288195,0.09816164,0.119100094,0.17326404,0.09089041,0.25294462,0.6037143,0.6671019,0.13138713,0.018716691,0.010368239,0.0075068744,0.0013801876,C
0.047838323,0.102284335,0.14095281,0.11981494,0.094732694,0.11843272,0.17692426,0.08950722,0.25918326,0.59759134,0.6691634,0.1345811,0.019182527,0.010214949,0.0073830816,0.001348508,C
0.04542104,0.10360725,0.13957262,0.119884536,0.09394895,0.119884536,0.17597699,0.09074077,0.2573296,0.60080725,0.66547734,0.14274701,0.018945133,0.01043502,0.007395694,0.0013845819,C
0.04464843,0.10471964,0.13964869,0.119231224,0.09422405,0.119399965,0.17599514,0.08960059,0.26093853,0.6003071,0.66540676,0.13937871,0.019438773,0.010056865,0.0073570358,0.0014849063,C
0.043990258,0.10541444,0.14048502,0.11913183,0.09342017,0.120381944,0.17646784,0.09186599,0.25887355,0.60589653,0.6602931,0.13987686,0.01942734,0.010642804,0.00733171,0.0013176806,C
0.043329757,0.10493029,0.14079638,0.11820277,0.09327887,0.119486116,0.17622344,0.09283983,0.26048514,0.6051306,0.6605846,0.1405262,0.018372087,0.010975971,0.0070246216,0.0015197499,C
0.037496038,0.11002438,0.13908297,0.11876558,0.09071949,0.11906933,0.17425026,0.092474476,0.26517224,0.60361534,0.66031504,0.1432342,0.018933643,0.010192443,0.0072899587,0.0013499924,C
0.036585353,0.11261692,0.14001386,0.11759818,0.08777792,0.11749721,0.16980048,0.09316307,0.27073836,0.6152532,0.6502231,0.13557112,0.018713392,0.010770298,0.0070680077,0.0014809159,C
0.03667598,0.114069365,0.1421573,0.11770666,0.08827157,0.11827919,0.16879708,0.09493993,0.2702033,0.6175305,0.648077,0.13198638,0.018860009,0.009968861,0.0075103245,0.0014818577,C
0.039334405,0.11191295,0.14371023,0.11766674,0.08802293,0.11951738,0.16992195,0.09219527,0.27002448,0.61067593,0.6551921,0.1280303,0.019044718,0.009724246,0.0076044276,0.0015814517,C
0.0389737,0.11447056,0.1423329,0.119539484,0.08885735,0.11645113,0.1702288,0.09016655,0.26992896,0.61183,0.6554363,0.12235929,0.018295148,0.01057426,0.0070495065,0.0016113158,C
0.03891874,0.116285294,0.14211899,0.12055728,0.08961065,0.115713455,0.17219104,0.094689935,0.2714557,0.6075629,0.65788484,0.11853902,0.01846706,0.010461303,0.0076693804,0.0012445924,C
0.04068125,0.115808435,0.14243494,0.120257415,0.09063122,0.118942946,0.17320707,0.09312535,0.2721296,0.6110614,0.65356266,0.11840367,0.019481162,0.0100776255,0.0072127488,0.001482995,C
0.041981086,0.11260096,0.14289068,0.12045135,0.0902627,0.11937319,0.1751009,0.09319397,0.26704824,0.6084225,0.65747905,0.120788276,0.019305909,0.010006728,0.007311313,0.0013814002,C
0.041201502,0.11292389,0.14327577,0.120156966,0.08994028,0.120968156,0.17430365,0.095922776,0.26951665,0.6077475,0.6556413,0.12607187,0.01892768,0.010579221,0.0071654785,0.0014533754,C
