@relation accData
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute label numeric
@data
386.0,252.0,252.0,1.0
386.0,252.0,251.0,1.0
386.0,252.0,252.0,1.0
387.0,252.0,251.0,1.0
387.0,252.0,252.0,1.0
387.0,253.0,252.0,1.0
386.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
386.0,253.0,252.0,1.0
385.0,253.0,252.0,1.0
386.0,252.0,251.0,1.0
386.0,253.0,251.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,253.0,1.0
387.0,253.0,253.0,1.0
387.0,253.0,252.0,1.0
387.0,252.0,253.0,1.0
387.0,252.0,252.0,1.0
387.0,252.0,252.0,1.0
386.0,253.0,252.0,1.0
386.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
386.0,253.0,252.0,1.0
386.0,253.0,253.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,251.0,1.0
387.0,253.0,251.0,1.0
386.0,252.0,251.0,1.0
386.0,253.0,252.0,1.0
386.0,253.0,251.0,1.0
386.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
387.0,252.0,252.0,1.0
387.0,253.0,253.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
386.0,252.0,252.0,1.0
387.0,252.0,252.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
387.0,253.0,252.0,1.0
387.0,252.0,253.0,1.0
387.0,252.0,253.0,1.0
387.0,253.0,254.0,1.0
386.0,253.0,253.0,1.0
386.0,253.0,253.0,1.0
262.0,121.0,254.0,2.0
262.0,121.0,255.0,2.0
262.0,121.0,254.0,2.0
262.0,121.0,255.0,2.0
263.0,122.0,255.0,2.0
262.0,122.0,256.0,2.0
262.0,122.0,256.0,2.0
262.0,122.0,256.0,2.0
262.0,121.0,255.0,2.0
262.0,121.0,255.0,2.0
263.0,122.0,256.0,2.0
262.0,122.0,257.0,2.0
262.0,122.0,255.0,2.0
262.0,121.0,254.0,2.0
262.0,121.0,253.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,121.0,255.0,2.0
262.0,121.0,254.0,2.0
262.0,121.0,254.0,2.0
262.0,121.0,255.0,2.0
263.0,122.0,255.0,2.0
263.0,122.0,255.0,2.0
262.0,121.0,255.0,2.0
262.0,121.0,254.0,2.0
263.0,121.0,255.0,2.0
262.0,121.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,254.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,254.0,2.0
262.0,122.0,255.0,2.0
263.0,121.0,256.0,2.0
262.0,122.0,255.0,2.0
263.0,122.0,256.0,2.0
263.0,121.0,255.0,2.0
263.0,121.0,255.0,2.0
262.0,121.0,254.0,2.0
263.0,121.0,254.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
263.0,121.0,256.0,2.0
262.0,122.0,255.0,2.0
261.0,122.0,255.0,2.0
261.0,122.0,255.0,2.0
261.0,122.0,255.0,2.0
262.0,121.0,253.0,2.0
262.0,121.0,253.0,2.0
263.0,121.0,254.0,2.0
263.0,122.0,255.0,2.0
262.0,121.0,256.0,2.0
262.0,121.0,255.0,2.0
263.0,121.0,254.0,2.0
263.0,122.0,255.0,2.0
262.0,122.0,256.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,254.0,2.0
262.0,121.0,254.0,2.0
261.0,121.0,254.0,2.0
262.0,121.0,255.0,2.0
262.0,121.0,255.0,2.0
263.0,121.0,255.0,2.0
263.0,122.0,254.0,2.0
263.0,122.0,255.0,2.0
263.0,122.0,255.0,2.0
263.0,121.0,255.0,2.0
262.0,122.0,254.0,2.0
262.0,121.0,254.0,2.0
262.0,121.0,254.0,2.0
261.0,121.0,254.0,2.0
261.0,121.0,255.0,2.0
262.0,122.0,254.0,2.0
262.0,122.0,254.0,2.0
262.0,121.0,255.0,2.0
263.0,121.0,254.0,2.0
263.0,121.0,254.0,2.0
263.0,121.0,255.0,2.0
263.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,254.0,2.0
262.0,121.0,254.0,2.0
262.0,122.0,254.0,2.0
261.0,122.0,255.0,2.0
262.0,121.0,255.0,2.0
262.0,121.0,254.0,2.0
262.0,121.0,254.0,2.0
262.0,121.0,254.0,2.0
263.0,121.0,254.0,2.0
263.0,121.0,254.0,2.0
263.0,122.0,254.0,2.0
263.0,121.0,255.0,2.0
263.0,122.0,255.0,2.0
262.0,121.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
262.0,122.0,255.0,2.0
